6,250,604
6,251,38.07
6,252,1570.37
6,253,44.5
6,254,132
6,255,43.5
6,256,1084.0873
6,257,318
6,258,79.5
6,259,43
6,260,390
6,261,390
6,262,44
6,263,1120.75
6,264,637.595
6,265,33
6,266,88
6,267,111
6,268,389
6,269,14.75
6,270,264
6,271,2851.2
6,272,50.5
6,273,44
6,274,79.5
6,275,474
6,276,1842
6,277,366.5
6,278,166
6,279,304.5
6,280,44
6,281,106.3
6,282,88.5
6,283,105.83
6,284,62.5
6,285,2286.45
6,286,3707
6,287,149.06
6,288,680.62
6,289,101.135
6,290,2050.63
6,291,29
6,292,531.15
6,293,87
6,294,31.9
7,295,785
7,296,286.5
7,297,440.35
7,298,284
7,299,812.5
7,300,2128
7,301,1327.645
7,302,274.94
7,303,34
7,304,44
7,305,44
7,306,118
7,307,27.82
7,308,268
7,309,22
7,310,1304.1
7,311,17
7,312,177
7,313,483
7,314,876
7,315,2521.08
7,316,34
7,317,40.5
7,318,211
7,319,160.325
7,320,176
7,321,461.705
7,322,602.745
7,323,42
7,324,2700.3
7,325,219
7,326,59
7,327,1820
7,328,660.32
7,329,1130
7,330,205
7,331,59
7,332,560.4
7,333,212.45
7,334,422.505
7,335,458
7,336,101.5
7,337,308
7,338,193.5
7,339,134
7,340,112
7,341,206
7,342,14.75
7,343,312
7,344,29.5
7,345,96
7,346,1542.5
7,347,44
7,348,258.775
7,349,409.42
7,350,474
7,351,34
7,352,44
7,353,35.145
7,354,284
7,355,220.49
7,356,76
7,357,59
7,358,107
7,359,216
7,360,29.5
7,361,141
7,362,86
7,363,1064
7,364,44
7,365,1014
7,366,88
7,367,44.5
7,368,103
7,369,34
7,370,1507.32
7,371,44
7,372,14.75
7,373,56
7,374,151.25
7,375,209
7,376,88.5
7,377,348
7,378,83
7,379,118
7,380,150
7,381,632
7,382,59
7,383,44
7,384,59
7,385,77.5
7,386,22
7,387,220
7,388,441.37
7,389,250
7,390,295
7,391,410.21
7,392,869.3125
7,393,88
7,394,30.495
7,395,755.34
7,396,940
7,397,95.84
7,398,59
7,399,174
7,400,1170
7,401,88
7,402,178.412
7,403,11
7,404,185.79
7,405,339.5
7,406,65
7,407,43
7,408,103.685
7,409,29.5
7,410,22
7,411,30.5
7,412,780
7,413,200.25
7,414,59
7,415,474
7,416,586
7,417,22
7,418,9293
7,419,99.5
7,420,122
7,421,276
7,422,29
7,423,39.5
7,424,261
7,425,254.5
7,426,59
7,427,1059
7,428,34
7,429,397.11
7,430,71
7,431,396
7,432,519
7,433,106.5
7,434,123
